1	1	27.5848941803	27.593957901	27.6110782623	27.6219730377	27.630487442	27.6434574127	27.6603336334	27.670343399	27.6816959381	27.696313858	27.7020511627	27.6949100494	27.6867313385	27.6936588287	27.7371463776	27.8053531647	27.8971195221	28.0199832916	28.1507205963	28.26445961	28.3754520416	28.5247135162	29.1320438385	29.9721622467	29.6867313385	28.9350528717	28.2001590729	27.7598209381	27.4002323151
1	2	27.5199832916	27.5211429596	27.5289859772	27.5371341705	27.5408267975	27.5456180573	27.5516910553	27.5572757721	27.564874649	27.5793704987	27.5844669342	27.5797977448	27.5717411041	27.5825443268	27.6307315826	27.712518692	27.8204288483	27.9582767487	28.0943241119	28.2377872467	28.4106693268	28.9287662506	29.9898319244	29.9576053619	28.9419803619	28.1075687408	27.4223575592	27.3643741608	27.3713932037
1	3	27.4627017975	27.4520816803	27.4484195709	27.4478702545	27.4489383698	27.4473819733	27.4474124908	27.4433841705	27.4435367584	27.451379776	27.4544620514	27.44805336	27.4397525787	27.4489078522	27.502374649	27.5876407623	27.7062625885	27.8293094635	27.9461307526	28.1215763092	28.3434391022	29.2634525299	30.4030094147	29.4037418365	28.6563663483	27.3732242584	27.3393497467	27.3932132721	27.4218082428
1	4	27.4065189362	27.3893070221	27.3722476959	27.3627872467	27.3575382233	27.3539066315	27.3476200104	27.3397464752	27.330499649	27.3303470612	27.3243656158	27.3138065338	27.3060855865	27.3244876862	27.3686771393	27.44805336	27.5698795319	27.7165470123	27.8733158112	28.3082523346	29.1280155182	29.4045352936	29.5063114166	28.423242569	28.0615787506	27.2986392975	27.3555545807	27.4176883698	27.4540348053
1	5	27.3572330475	27.3354434967	27.3102664948	27.2911930084	27.2815494537	27.2709293365	27.2602176666	27.2413883209	27.2264652252	27.2158756256	27.2042484283	27.187494278	27.1843204498	27.2018680573	27.2402896881	27.3083133698	27.4275760651	27.5846195221	27.7810001373	28.684015274	30.6508426666	30.0487918854	28.7242984772	27.0967350006	27.3188114166	27.2928714752	27.3467960358	27.4186954498	27.4726200104
1	6	27.3162174225	27.2975711823	27.2708377838	27.2463626862	27.2282047272	27.2109622955	27.1872196198	27.1624698639	27.1388492584	27.1190738678	27.0967960358	27.0799808502	27.0747318268	27.0896549225	27.1175785065	27.1810855865	27.290430069	27.4478702545	27.6626224518	28.3292789459	29.7254886627	28.9205570221	27.8005619049	26.8939762115	27.2817325592	27.2916812897	27.3300418854	27.3969364166	27.4930973053
1	7	27.2715702057	27.2556705475	27.2332401276	27.2057743073	27.1819400787	27.1556339264	27.1245670319	27.0901432037	27.0633182526	27.0316104889	27.0024662018	26.9758548737	26.9640750885	26.9683475494	26.9988956451	27.0569095612	27.1640872955	27.3089237213	27.5022830963	27.8924198151	28.6152591705	27.8259830475	27.1783695221	27.210565567	27.2461795807	27.2692203522	27.3166751862	27.3808841705	27.484003067
1	8	27.2204532623	27.2093143463	27.1896915436	27.1629581451	27.1317996979	27.1035404205	27.0683841705	27.029718399	26.9913272858	26.9544620514	26.9117679596	26.8767948151	26.8502445221	26.8499698639	26.8741092682	26.9325504303	27.0317630768	27.1649723053	27.2998600006	27.486322403	27.5969181061	27.5293216705	27.0975894928	27.1313724518	27.179101944	27.2216434479	27.2854251862	27.368555069	27.4800357819
1	9	27.168176651	27.1567020416	27.1407413483	27.1141605377	27.0797672272	27.0446414948	27.0112552643	26.9682254791	26.9208927155	26.871515274	26.8261356354	26.77617836	26.7409915924	26.7295475006	26.7551212311	26.800409317	26.8986759186	27.0311832428	27.1948490143	27.4735050201	28.2461185455	28.0614566803	26.9292240143	27.0186710358	27.1120853424	27.1622562408	27.2303409576	27.3407230377	27.4834537506
1	10	27.112329483	27.1016788483	27.0844974518	27.0625247955	27.0256290436	26.9873905182	26.9489688873	26.9054203033	26.8481998444	26.7942752838	26.7389469147	26.6867313385	26.6387577057	26.6230106354	26.6361637115	26.6775150299	26.756860733	26.8858280182	27.0577640533	27.398859024	28.8828372955	28.2544193268	27.2412967682	26.8225955963	27.0628910065	27.1386356354	27.2155094147	27.3410587311	27.4922428131
