1	1	27.417596817	27.4266605377	27.4364261627	27.4430484772	27.4493961334	27.4567203522	27.4679508209	27.477350235	27.4842777252	27.4845218658	27.4772586823	27.4624576569	27.444940567	27.4247074127	27.4018192291	27.376947403	27.3575077057	27.345117569	27.3399295807	27.329126358	27.3127994537	27.2778568268	26.9376468658	25.8011112213	25.1220645905	25.697473526	26.2134037018	26.6200809479	27.0214176178
1	2	27.3516483307	27.3540897369	27.353937149	27.3532962799	27.3513736725	27.3534793854	27.3593387604	27.3674564362	27.3727970123	27.3739566803	27.3658084869	27.3528079987	27.3351383209	27.3155155182	27.290063858	27.2653446198	27.2444705963	27.2327518463	27.2224979401	27.2134037018	27.1942386627	26.8332462311	25.7389163971	25.1057682037	25.6697635651	26.6695804596	27.0336856842	27.0662479401	27.0899906158
1	3	27.2842960358	27.2782535553	27.2705020905	27.2606143951	27.2525577545	27.2468509674	27.2476444244	27.2511539459	27.2571048737	27.2572574615	27.2500858307	27.2355899811	27.219171524	27.1979312897	27.1737613678	27.1458377838	27.12383461	27.093957901	27.060541153	27.0521183014	27.0521793365	26.2631778717	24.6592655182	24.9824771881	25.9793338776	26.9797611237	27.0646915436	27.1013736725	27.1177310944
1	4	27.2195072174	27.2077884674	27.190820694	27.1737613678	27.1569766998	27.1456851959	27.1387882233	27.1390628815	27.1416873932	27.1427555084	27.1339359283	27.1205387115	27.1015262604	27.0819644928	27.0570926666	27.0320072174	27.0067386627	26.9837589264	26.9497928619	26.6908817291	26.0970096588	25.6875553131	24.2713565826	24.5465641022	26.451379776	26.9861698151	27.055109024	27.098657608	27.1189823151
1	5	27.1638736725	27.1470890045	27.1256656647	27.1000919342	27.0779361725	27.0584354401	27.0454654694	27.0366458893	27.0352115631	27.0313663483	27.0228824615	27.0055179596	26.9874820709	26.965845108	26.9454593658	26.9196109772	26.896112442	26.8749332428	26.8505191803	26.0866031647	24.1548404694	24.3774662018	23.8164310455	24.0401859283	26.923822403	26.9634037018	27.0095462799	27.0674686432	27.1001834869
1	6	27.118768692	27.1020755768	27.0769290924	27.0497379303	27.0217838287	26.9973087311	26.9741764069	26.957239151	26.9441165924	26.9348087311	26.9180545807	26.8985843658	26.8757266998	26.8565921783	26.8348636627	26.8133487701	26.785943985	26.7713871002	26.7693424225	26.0874881744	23.7905826569	23.8975162506	24.8485660553	25.0670719147	26.8825016022	26.9029178619	26.9439945221	27.0028324127	27.0708560944
1	7	27.071313858	27.054101944	27.0300235748	27.0003604889	26.97149086	26.9402103424	26.9110660553	26.8820743561	26.8599491119	26.837305069	26.8140201569	26.7860050201	26.7633609772	26.7422428131	26.7263431549	26.7051029205	26.6834659576	26.6622257233	26.6554203033	26.1918582916	24.1914615631	23.5714664459	26.7301883698	26.7655582428	26.8052616119	26.8348331451	26.879114151	26.9338626862	27.0122928619
1	8	27.0170230865	27.0013065338	26.975610733	26.9465579987	26.914056778	26.8811893463	26.8441104889	26.8089542389	26.7735843658	26.7414493561	26.7047977448	26.6728458405	26.6439151764	26.6256656647	26.6075077057	26.5920963287	26.5688114166	26.5396060944	26.4937381744	26.4550113678	25.7514896393	22.9014835358	26.6550235748	26.6729068756	26.7114200592	26.7589054108	26.8096256256	26.8695316315	26.9553165436
1	9	26.9598026276	26.941034317	26.9161930084	26.8841190338	26.850976944	26.8130741119	26.7735538483	26.7293643951	26.6874332428	26.642572403	26.5998477936	26.5583744049	26.528711319	26.5027103424	26.4851016998	26.4644107819	26.4455509186	26.4177188873	26.384759903	26.2294559479	25.1053714752	22.9937992096	26.5206851959	26.5497074127	26.6048221588	26.660943985	26.7176151276	26.7889652252	26.8887271881
1	10	26.8993778229	26.8781986237	26.8507022858	26.819360733	26.7820682526	26.7427005768	26.6969547272	26.6514225006	26.601556778	26.5535526276	26.5007572174	26.4562320709	26.4160709381	26.387506485	26.3583927155	26.3350772858	26.3054447174	26.2789554596	26.2504825592	25.9873600006	24.1234989166	22.7090091705	25.2585391998	26.3328495026	26.469171524	26.5324039459	26.5926456451	26.6717166901	26.7890872955
1	11	26.8422489166	26.81524086	26.7870426178	26.7526493073	26.7153873444	26.6711673737	26.6253299713	26.5758304596	26.527551651	26.472284317	26.4173526764	26.3617801666	26.3177433014	26.2773685455	26.2449588776	26.2081851959	26.1700687408	26.1206912994	26.0831546783	25.9870853424	25.5406131744	22.3655643463	23.0617618561	26.0638370514	26.3065128326	26.3711490631	26.4248905182	26.5030155182	26.6173038483
1	12	26.7890872955	26.7586612701	26.7262210846	26.6923465729	26.651391983	26.6086978912	26.5596866608	26.513086319	26.459985733	26.4043827057	26.3393802643	26.2803287506	26.2242069244	26.1817874908	26.1397037506	26.1013126373	26.0461368561	25.9766483307	25.8704776764	25.8030948639	25.641992569	22.1641178131	22.0851993561	25.8010196686	26.1242923737	26.1739749908	26.1991214752	26.2578372955	26.3412723541
